Stu Strm Ldesc,Ag Area Sdesc,Cla Subject Ldesc,Cla Catalog Nbr,Cla Class Section,Cla Instructor Name,Official Enrollmt,Grades Received,Grades Pct of Enrolled,gpa,A,A-,B+,B,B- ,C+,C,C- ,D+,D,D- ,"F, F+",W,Cr,Nc,Other
Fall 2016,Education,Curriculum and Instruction, 864,Course Total,Course Total,10,9,90.0%,3.750,5,1,1,1,,,,,,,,,,,,1
Fall 2016,Education,Educ Policy/Community Studies, 111,001,"Sandy,Marie G",23,17,73.9%,3.411,8,1,2,3,,2,1,,,,,,4,,,
Fall 2016,Education,Educ Policy/Community Studies, 111,292,"Schutz,Aaron M",19,16,84.2%,2.355,3,1,1,2,4,,1,,,,,4,,,,
Fall 2016,Education,Educ Policy/Community Studies, 111,Course Total,Course Total,42,33,78.6%,2.899,11,2,3,5,4,2,2,,,,,4,4,,,
Fall 2016,Education,Educ Policy/Community Studies, 112,002,"Rai,Kalyani",22,18,81.8%,3.241,13,1,,,1,,,,,,,3,1,,,
Fall 2016,Education,Educ Policy/Community Studies, 112,293,"Rai,Kalyani",27,24,88.9%,3.709,17,5,,,1,,,,,,,1,,,,
Fall 2016,Education,Educ Policy/Community Studies, 112,Course Total,Course Total,49,42,85.7%,3.509,30,6,,,2,,,,,,,4,1,,,
Fall 2016,Education,Educ Policy/Community Studies, 113,001,"Johnson,Florence L",28,26,92.9%,3.841,15,5,3,,,,,,,,,,2,,,3
Fall 2016,Education,Educ Policy/Community Studies, 113,002,"Blanks,Deborah Clements",19,18,94.7%,3.685,14,1,2,,,,,,,,,1,1,,,
Fall 2016,Education,Educ Policy/Community Studies, 113,003,"Kailin,Julie",18,17,94.4%,3.825,8,9,,,,,,,,,,,1,,,
Fall 2016,Education,Educ Policy/Community Studies, 113,Course Total,Course Total,65,61,93.8%,3.788,37,15,5,,,,,,,,,1,4,,,3
Fall 2016,Education,Educ Policy/Community Studies, 114,002,"Williams,Gary L",10,8,80.0%,2.666,,1,2,3,,,1,,,,,1,,,,
Fall 2016,Education,Educ Policy/Community Studies, 114,292,"Troiano,Aaria B",25,21,84.0%,3.080,6,2,2,6,3,,,,,,1,1,2,,,
Fall 2016,Education,Educ Policy/Community Studies, 114,Course Total,Course Total,35,29,82.9%,2.966,6,3,4,9,3,,1,,,,1,2,2,,,
Fall 2016,Education,Educ Policy/Community Studies, 302,103,"Bennett,Pamela A.",9,8,88.9%,3.166,4,1,1,,,1,,,,,,1,,,,
Fall 2016,Education,Educ Policy/Community Studies, 302,291,"Robinson,Jane A",20,17,85.0%,3.429,8,1,1,3,,,,,,,,1,,,,3
Fall 2016,Education,Educ Policy/Community Studies, 302,Course Total,Course Total,29,25,86.2%,3.333,12,2,2,3,,1,,,,,,2,,,,3
Fall 2016,Education,Educ Policy/Community Studies, 315,001,"Marks,Laurie A",22,20,90.9%,3.184,10,3,2,,1,,1,,,,2,1,,,,
Fall 2016,Education,Educ Policy/Community Studies, 315,Course Total,Course Total,22,20,90.9%,3.184,10,3,2,,1,,1,,,,2,1,,,,
Fall 2016,Education,Educ Policy/Community Studies, 375,003,"Tapia,Javier C",23,21,91.3%,3.842,15,1,1,2,,,,,,,,,1,,,2
Fall 2016,Education,Educ Policy/Community Studies, 375,004,"Troiano,Aaria B",28,27,96.4%,3.141,7,3,4,5,3,2,,1,,,,1,,,,1
Fall 2016,Education,Educ Policy/Community Studies, 375,005,"Tapia,Javier C",27,27,100.0%,3.757,14,2,4,2,,,,,,,,,,,,5
Fall 2016,Education,Educ Policy/Community Studies, 375,006,"Johnson,Florence L",22,21,95.5%,3.826,12,7,2,,,,,,,,,,1,,,
Fall 2016,Education,Educ Policy/Community Studies, 375,297,"Tapia,Javier C",25,25,100.0%,3.584,8,4,4,3,1,,,,,,,,,,,5
Fall 2016,Education,Educ Policy/Community Studies, 375,Course Total,Course Total,125,121,96.8%,3.605,56,17,15,12,4,2,,1,,,,1,2,,,13
Fall 2016,Education,Educ Policy/Community Studies, 381,293,"Philips,Karen D",15,15,100.0%,3.178,8,1,1,2,1,,,,,,,2,,,,
Fall 2016,Education,Educ Policy/Community Studies, 381,Course Total,Course Total,15,15,100.0%,3.178,8,1,1,2,1,,,,,,,2,,,,
Fall 2016,Education,Educ Policy/Community Studies, 506,001,"Williams,Agnes V",30,29,96.7%,3.585,14,9,,,2,,3,,,,,,,,,1
Fall 2016,Education,Educ Policy/Community Studies, 506,Course Total,Course Total,30,29,96.7%,3.585,14,9,,,2,,3,,,,,,,,,1
Fall 2016,Education,Educ Policy/Community Studies, 520,001,"Kailin,Julie",16,15,93.8%,3.802,6,9,,,,,,,,,,,1,,,
Fall 2016,Education,Educ Policy/Community Studies, 520,Course Total,Course Total,16,15,93.8%,3.802,6,9,,,,,,,,,,,1,,,
Fall 2016,Education,Educ Policy/Community Studies, 534,291,"Farmer-Hinton,Raquel L",26,26,100.0%,3.937,19,1,,1,,,,,,,,,,,,5
Fall 2016,Education,Educ Policy/Community Studies, 534,Course Total,Course Total,26,26,100.0%,3.937,19,1,,1,,,,,,,,,,,,5
Fall 2016,Education,Educ Policy/Community Studies, 535,291,"Farmer-Hinton,Raquel L",28,25,89.3%,3.967,18,2,,,,,,,,,,,,,,5
Fall 2016,Education,Educ Policy/Community Studies, 535,Course Total,Course Total,28,25,89.3%,3.967,18,2,,,,,,,,,,,,,,5
Fall 2016,Education,Educ Policy/Community Studies, 580,291,"Horning,Martin J",10,9,90.0%,2.444,3,1,,,,1,1,,,2,,1,,,,
Fall 2016,Education,Educ Policy/Community Studies, 580,Course Total,Course Total,10,9,90.0%,2.444,3,1,,,,1,1,,,2,,1,,,,
Fall 2016,Education,Educ Policy/Community Studies, 584,104,"Stoddard,Angela Jean",6,6,100.0%,3.612,5,,,,,,,1,,,,,,,,
Fall 2016,Education,Educ Policy/Community Studies, 584,291,"Stoddard,Angela Jean",20,19,95.0%,3.632,14,2,,1,1,,,,,,,1,,,,
Fall 2016,Education,Educ Policy/Community Studies, 584,Course Total,Course Total,26,25,96.2%,3.627,19,2,,1,1,,,1,,,,1,,,,
Fall 2016,Education,Educ Policy/Community Studies, 601,291,"Blanks,Deborah Clements",25,25,100.0%,3.360,14,4,,2,,1,1,1,1,,,1,,,,
Fall 2016,Education,Educ Policy/Community Studies, 601,Course Total,Course Total,25,25,100.0%,3.360,14,4,,2,,1,1,1,1,,,1,,,,
Fall 2016,Education,Educ Policy/Community Studies, 602,291,"Blanks,Deborah Clements",23,21,91.3%,2.905,11,3,1,,1,,,,,,,5,,,,
Fall 2016,Education,Educ Policy/Community Studies, 602,Course Total,Course Total,23,21,91.3%,2.905,11,3,1,,1,,,,,,,5,,,,
Fall 2016,Education,Educ Policy/Community Studies, 610,291,"Rai,Kalyani",23,21,91.3%,3.374,6,7,,,,1,1,2,,,,,,,,4
Fall 2016,Education,Educ Policy/Community Studies, 610,Course Total,Course Total,23,21,91.3%,3.374,6,7,,,,1,1,2,,,,,,,,4
Fall 2016,Education,Educ Policy/Community Studies, 625,001,"Kailin,Julie",20,19,95.0%,3.844,10,9,,,,,,,,,,,,,,
Fall 2016,Education,Educ Policy/Community Studies, 625,Course Total,Course Total,20,19,95.0%,3.844,10,9,,,,,,,,,,,,,,
Fall 2016,Education,Educ Policy/Community Studies, 633,001,"Blanks,Deborah Clements",15,15,100.0%,3.222,11,,1,,,,,,,1,,2,,,,
Fall 2016,Education,Educ Policy/Community Studies, 633,Course Total,Course Total,15,15,100.0%,3.222,11,,1,,,,,,,1,,2,,,,
Fall 2016,Education,Educ Policy/Community Studies, 636,001,"Williams,Gary L",18,16,88.9%,2.843,,1,6,3,1,1,2,,,1,,,2,,,1
Fall 2016,Education,Educ Policy/Community Studies, 636,Course Total,Course Total,18,16,88.9%,2.843,,1,6,3,1,1,2,,,1,,,2,,,1
Fall 2016,Education,Educ Policy/Community Studies, 702,001,"Schutz,Aaron M",15,11,73.3%,3.500,7,,,,,,,,,,,1,,,,3
Fall 2016,Education,Educ Policy/Community Studies, 702,Course Total,Course Total,15,11,73.3%,3.500,7,,,,,,,,,,,1,,,,3
Fall 2016,Education,Educ Policy/Community Studies, 710,291,"Swaminathan,Rajeswari",21,17,81.0%,3.934,12,3,,,,,,,,,,,,,,2
Fall 2016,Education,Educ Policy/Community Studies, 710,Course Total,Course Total,21,17,81.0%,3.934,12,3,,,,,,,,,,,,,,2
Fall 2016,Education,Educ Policy/Community Studies, 740,001,"Sandy,Marie G",13,12,92.3%,3.061,8,,,,,,,1,,,,2,,,,1
Fall 2016,Education,Educ Policy/Community Studies, 740,Course Total,Course Total,13,12,92.3%,3.061,8,,,,,,,1,,,,2,,,,1
Fall 2016,Education,Education-Interdepartmental, 701,001,"Hawkins,Jeffrey M",21,21,100.0%,3.921,16,5,,,,,,,,,,,,,,
Fall 2016,Education,Education-Interdepartmental, 701,Course Total,Course Total,21,21,100.0%,3.921,16,5,,,,,,,,,,,,,,
Fall 2016,Education,Education-Interdepartmental, 901,001,"Farmer-Hinton,Raquel L",12,12,100.0%,4.000,11,,,,,,,,,,,,,,,1
Fall 2016,Education,Education-Interdepartmental, 901,Course Total,Course Total,12,12,100.0%,4.000,11,,,,,,,,,,,,,,,1
Fall 2016,Education,Educational Psychology, 101,001,"Martin,Tiffany J",17,17,100.0%,,,,,,,,,,,,,,,17,,
Fall 2016,Education,Educational Psychology, 101,002,"Martin,Tiffany J",26,26,100.0%,,,,,,,,,,,,,,,26,,
Fall 2016,Education,Educational Psychology, 101,003,"Van Sistine,Andrew David",14,14,100.0%,,,,,,,,,,,,,,,14,,
Fall 2016,Education,Educational Psychology, 101,004,"Van Sistine,Andrew David",11,11,100.0%,,,,,,,,,,,,,,,11,,
Fall 2016,Education,Educational Psychology, 101,Course Total,Course Total,68,68,100.0%,,,,,,,,,,,,,,,68,,
Fall 2016,Education,Educational Psychology, 104,401,"Lawson,Christopher",63,61,96.8%,2.776,24,4,4,4,3,2,6,3,,3,1,7,2,,,
Fall 2016,Education,Educational Psychology, 104,402,"Sapp,Marty",62,58,93.5%,2.816,26,2,3,5,5,2,2,1,1,2,,9,2,,,
Fall 2016,Education,Educational Psychology, 104,403,"Klingbeil,David Ashwin",52,47,90.4%,2.511,11,4,6,5,4,1,3,1,1,1,2,8,1,,,
Fall 2016,Education,Educational Psychology, 104,404,"Walz-Chojnacki,Mary",71,67,94.4%,2.995,23,8,8,5,6,4,1,5,1,,1,5,3,,,
Fall 2016,Education,Educational Psychology, 104,405,"Walz-Chojnacki,Mary",26,25,96.2%,3.440,13,3,3,2,1,1,1,,,,,1,,,,
Fall 2016,Education,Educational Psychology, 104,Course Total,Course Total,274,258,94.2%,2.858,97,21,24,21,19,10,13,10,3,6,4,30,8,,,
Fall 2016,Education,Educational Psychology, 110,001,"Kessler,Matthew James",15,15,100.0%,2.355,4,,1,1,1,2,1,1,,2,,2,,,,
Fall 2016,Education,Educational Psychology, 110,002,"Kessler,Matthew James",16,14,87.5%,3.334,6,4,,1,1,1,,,,,,1,2,,,
Fall 2016,Education,Educational Psychology, 110,003,"Heyrman,Katelyn Elaine",15,15,100.0%,3.467,13,,,,,,,,,,,2,,,,
Fall 2016,Education,Educational Psychology, 110,004,"Heyrman,Katelyn Elaine",15,15,100.0%,3.445,11,1,,,,,1,,1,,1,,,,,
Fall 2016,Education,Educational Psychology, 110,005,"Moore,Jamie M",15,15,100.0%,3.067,8,1,1,,1,1,1,,,,,2,,,,
Fall 2016,Education,Educational Psychology, 110,006,"Moore,Jamie M",15,13,86.7%,3.462,10,1,,,,,,,1,,,1,1,,,
Fall 2016,Education,Educational Psychology, 110,007,"Lessac,Lauren G",25,25,100.0%,2.626,12,,,1,2,4,,,,,,6,,,,
Fall 2016,Education,Educational Psychology, 110,Course Total,Course Total,116,112,96.6%,3.057,64,7,2,3,5,8,3,1,2,2,1,14,3,,,
Fall 2016,Education,Educational Psychology, 220,001,"Willenbrink,Jessica Bartley",23,22,95.7%,2.925,3,5,4,5,1,,1,,,1,,2,1,,,
Fall 2016,Education,Educational Psychology, 220,Course Total,Course Total,23,22,95.7%,2.925,3,5,4,5,1,,1,,,1,,2,1,,,
Fall 2016,Education,Educational Psychology, 301,291,"Watjen,Jennifer M",10,10,100.0%,,,,,,,,,,,,,,,9,1,
Fall 2016,Education,Educational Psychology, 301,Course Total,Course Total,10,10,100.0%,,,,,,,,,,,,,,,9,1,
Fall 2016,Education,Educational Psychology, 320,001,"Zhang,Bo",19,18,94.7%,3.829,12,2,3,,,,,,,,,,,,,1
Fall 2016,Education,Educational Psychology, 320,Course Total,Course Total,19,18,94.7%,3.829,12,2,3,,,,,,,,,,,,,1
Fall 2016,Education,Educational Psychology, 325,001,"Zhang,Bo",32,32,100.0%,3.688,15,7,7,3,,,,,,,,,,,,
Fall 2016,Education,Educational Psychology, 325,Course Total,Course Total,32,32,100.0%,3.688,15,7,7,3,,,,,,,,,,,,
Fall 2016,Education,Educational Psychology, 330,001,"Nguyen,Jacqueline",35,34,97.1%,3.182,13,4,2,7,1,1,2,1,,,,2,,,,1
Fall 2016,Education,Educational Psychology, 330,002,"Nguyen,Jacqueline",37,35,94.6%,2.791,6,3,3,7,7,,4,1,1,2,,1,1,,,
Fall 2016,Education,Educational Psychology, 330,003,"Lamborn,Susie D",41,39,95.1%,3.077,11,8,6,3,4,1,2,,,,1,3,1,,,
Fall 2016,Education,Educational Psychology, 330,004,"Willenbrink,Jessica Bartley",42,40,95.2%,3.292,19,6,5,1,2,1,1,1,2,,,2,,,,
Fall 2016,Education,Educational Psychology, 330,Course Total,Course Total,155,148,95.5%,3.091,49,21,16,18,14,3,9,3,3,2,1,8,2,,,1
Fall 2016,Education,Educational Psychology, 542,001,"Scolavino,Raymond A",34,34,100.0%,3.119,12,6,2,5,2,,2,3,,,,2,,,,
Fall 2016,Education,Educational Psychology, 542,Course Total,Course Total,34,34,100.0%,3.119,12,6,2,5,2,,2,3,,,,2,,,,
Fall 2016,Education,Educational Psychology, 613,001,"Copek,Rebecca A",16,15,93.8%,3.334,9,3,,1,,,,,,,,2,,,,
Fall 2016,Education,Educational Psychology, 613,002,"Copek,Rebecca A",15,15,100.0%,3.667,8,3,2,1,,1,,,,,,,,,,
Fall 2016,Education,Educational Psychology, 613,Course Total,Course Total,31,30,96.8%,3.500,17,6,2,2,,1,,,,,,2,,,,
Fall 2016,Education,Educational Psychology, 624,001,"Beier,Nicole M",60,57,95.0%,3.573,23,15,11,3,1,2,1,1,,,,,2,,,
Fall 2016,Education,Educational Psychology, 624,Course Total,Course Total,60,57,95.0%,3.573,23,15,11,3,1,2,1,1,,,,,2,,,
Fall 2016,Education,Educational Psychology, 640,001,"Nguyen,Jacqueline",20,19,95.0%,3.772,12,4,2,,,1,,,,,,,,,,
Fall 2016,Education,Educational Psychology, 640,292,"Lamborn,Susie D",21,18,85.7%,3.686,10,4,2,,1,1,,,,,,,1,,,
Fall 2016,Education,Educational Psychology, 640,Course Total,Course Total,41,37,90.2%,3.730,22,8,4,,1,2,,,,,,,1,,,
Fall 2016,Education,Educational Psychology, 724,001,"Azen,Razia",17,17,100.0%,3.804,15,1,,,,,,,,1,,,,,,
Fall 2016,Education,Educational Psychology, 724,Course Total,Course Total,17,17,100.0%,3.804,15,1,,,,,,,,1,,,,,,
Fall 2016,Education,Educational Psychology, 735,001,"Lawson,Christopher",28,27,96.4%,3.852,19,5,2,1,,,,,,,,,,,,
Fall 2016,Education,Educational Psychology, 735,Course Total,Course Total,28,27,96.4%,3.852,19,5,2,1,,,,,,,,,,,,
Fall 2016,Education,Educational Psychology, 752,001,"Drumm,Heather Marie",40,40,100.0%,4.000,39,,,,,,,,,,,,,,,1
Fall 2016,Education,Educational Psychology, 752,Course Total,Course Total,40,40,100.0%,4.000,39,,,,,,,,,,,,,,,1
Fall 2016,Education,Educational Psychology, 755,001,"Kwon,Kyongboon",21,21,100.0%,3.937,17,4,,,,,,,,,,,,,,
Fall 2016,Education,Educational Psychology, 755,Course Total,Course Total,21,21,100.0%,3.937,17,4,,,,,,,,,,,,,,
Fall 2016,Education,Educational Psychology, 821,001,"Zhang,Bo",12,12,100.0%,3.767,6,2,1,1,,,,,,,,,,,,2
Fall 2016,Education,Educational Psychology, 821,Course Total,Course Total,12,12,100.0%,3.767,6,2,1,1,,,,,,,,,,,,2
Fall 2016,Education,Educational Psychology, 826,001,"Azen,Razia",28,26,92.9%,3.410,10,4,3,2,1,,,,,1,1,,,,,4
Fall 2016,Education,Educational Psychology, 826,Course Total,Course Total,28,26,92.9%,3.410,10,4,3,2,1,,,,,1,1,,,,,4
Fall 2016,Education,Educational Psychology, 845,291,"Lamborn,Susie D",12,11,91.7%,2.848,7,,1,,,,,,,,,3,,,,
Fall 2016,Education,Educational Psychology, 845,Course Total,Course Total,12,11,91.7%,2.848,7,,1,,,,,,,,,3,,,,
Fall 2016,Education,Educational Psychology, 955,001,"Stoiber,Karen C",18,18,100.0%,3.961,15,2,,,,,,,,,,,,,,1
Fall 2016,Education,Educational Psychology, 955,Course Total,Course Total,18,18,100.0%,3.961,15,2,,,,,,,,,,,,,,1
Fall 2016,Education,Educational Psychology, 959,001,"Kwon,Kyongboon",12,12,100.0%,3.900,8,1,1,,,,,,,,,,,,,2
Fall 2016,Education,Educational Psychology, 959,Course Total,Course Total,12,12,100.0%,3.900,8,1,1,,,,,,,,,,,,,2
Fall 2016,Education,Educational Psychology, 974,001,"Brigham,Richard E",10,10,100.0%,3.593,1,5,3,,,,,,,,,,,,,1
Fall 2016,Education,Educational Psychology, 974,002,"Kwon,Kyongboon",9,9,100.0%,3.743,2,7,,,,,,,,,,,,,,
Fall 2016,Education,Educational Psychology, 974,Course Total,Course Total,19,19,100.0%,3.668,3,12,3,,,,,,,,,,,,,1
Fall 2016,Education,Educational Psychology, 976,001,"Stoiber,Karen C",10,10,100.0%,4.000,10,,,,,,,,,,,,,,,
Fall 2016,Education,Educational Psychology, 976,Course Total,Course Total,10,10,100.0%,4.000,10,,,,,,,,,,,,,,,
Fall 2016,Education,Exceptional Education, 300,001,"Fitzgerald,Mary A",46,46,100.0%,3.522,28,5,8,,1,,,1,,,1,2,,,,
Fall 2016,Education,Exceptional Education, 300,Course Total,Course Total,46,46,100.0%,3.522,28,5,8,,1,,,1,,,1,2,,,,
Fall 2016,Education,Exceptional Education, 301,001,"Hartmann,Tammy Colleen",26,25,96.2%,2.695,,3,2,8,6,1,,2,1,,,1,,,1,
Fall 2016,Education,Exceptional Education, 301,002,"Mankowski,Joel E",24,24,100.0%,3.138,1,5,8,8,,1,,,,,,1,,,,
Fall 2016,Education,Exceptional Education, 301,004,"Roang,Joan-Na C",23,20,87.0%,3.334,9,5,2,1,1,,,,,,,2,2,,,
Fall 2016,Education,Exceptional Education, 301,005,"Mankowski,Joel E",25,25,100.0%,2.933,,4,8,6,3,,3,,,,,1,,,,
Fall 2016,Education,Exceptional Education, 301,006,"Houlihan,Daniel E",24,23,95.8%,3.030,4,7,3,3,1,2,,1,,,,2,,,,
Fall 2016,Education,Exceptional Education, 301,007,"Grote,Marianne Jodie",24,24,100.0%,2.959,,7,4,5,5,1,,,1,,,1,,,,
Fall 2016,Education,Exceptional Education, 301,008,"Voss,Kathryn L",24,23,95.8%,3.014,3,6,5,1,,4,1,1,2,,,,,,,
Fall 2016,Education,Exceptional Education, 301,009,"Wiggins,Erin A",7,7,100.0%,2.943,,,3,1,1,,1,,,,,,,,,1
Fall 2016,Education,Exceptional Education, 301,Course Total,Course Total,177,171,96.6%,3.004,17,37,35,33,17,9,5,4,4,,,8,2,,1,1
Fall 2016,Education,Exceptional Education, 302,001,"Hartmann,Tammy Colleen",14,13,92.9%,2.411,,1,2,1,3,1,3,1,,,,1,1,,,
Fall 2016,Education,Exceptional Education, 302,002,"Hofkamp,Ashley M",16,16,100.0%,3.084,,4,5,4,1,,,2,,,,,,,,
Fall 2016,Education,Exceptional Education, 302,003,"Hofkamp,Ashley M",20,19,95.0%,2.613,1,1,1,4,6,1,,3,,,1,,,,,1
Fall 2016,Education,Exceptional Education, 302,004,"Hofkamp,Ashley M",18,17,94.4%,2.705,,3,4,1,1,6,1,,,,,1,,,,
Fall 2016,Education,Exceptional Education, 302,005,"Mankowski,Joel E",25,25,100.0%,3.153,,9,6,4,2,,2,,1,,,,,,,1
Fall 2016,Education,Exceptional Education, 302,006,"Grote,Marianne Jodie",20,20,100.0%,2.700,,1,4,5,4,4,1,,,,,1,,,,
Fall 2016,Education,Exceptional Education, 302,007,"Houlihan,Daniel E",18,18,100.0%,2.370,,1,3,3,4,3,,,1,1,,2,,,,
Fall 2016,Education,Exceptional Education, 302,Course Total,Course Total,131,128,97.7%,2.746,1,20,25,22,21,15,7,6,2,1,1,5,1,,,2
Fall 2016,Education,Exceptional Education, 303,001,"Hartmann,Tammy Colleen",26,25,96.2%,2.986,,2,9,7,4,1,1,,1,,,,,,,
Fall 2016,Education,Exceptional Education, 303,002,"Hartmann,Tammy Colleen",25,25,100.0%,3.094,1,9,2,8,1,1,,2,1,,,,,,,
Fall 2016,Education,Exceptional Education, 303,003,"Voss,Kathryn L",24,21,87.5%,3.143,1,5,8,2,3,,,1,1,,,,,,,
Fall 2016,Education,Exceptional Education, 303,Course Total,Course Total,75,71,94.7%,3.071,2,16,19,17,8,2,1,3,3,,,,,,,
Fall 2016,Education,Exceptional Education, 304,001,"Giuntoli-dubois,Catherine J",17,16,94.1%,2.750,,,3,6,4,1,,1,1,,,,,,,
Fall 2016,Education,Exceptional Education, 304,002,"Hofkamp,Ashley M",18,15,83.3%,2.445,1,,1,4,3,1,2,1,,,2,,2,,,
Fall 2016,Education,Exceptional Education, 304,Course Total,Course Total,35,31,88.6%,2.603,1,,4,10,7,2,2,2,1,,2,,2,,,
Fall 2016,Education,Exceptional Education, 305,001,"Wiggins,Erin A",20,20,100.0%,2.902,,4,3,5,2,1,1,,,,,1,,,,3
Fall 2016,Education,Exceptional Education, 305,Course Total,Course Total,20,20,100.0%,2.902,,4,3,5,2,1,1,,,,,1,,,,3
Fall 2016,Education,Exceptional Education, 330,001,"Mankowski,Joel E",31,31,100.0%,3.065,2,5,10,4,8,,1,,,,,1,,,,
Fall 2016,Education,Exceptional Education, 330,Course Total,Course Total,31,31,100.0%,3.065,2,5,10,4,8,,1,,,,,1,,,,
Fall 2016,Education,Exceptional Education, 345,001,"Doering,Jill Anne",9,9,100.0%,3.371,,4,3,1,1,,,,,,,,,,,
Fall 2016,Education,Exceptional Education, 345,Course Total,Course Total,9,9,100.0%,3.371,,4,3,1,1,,,,,,,,,,,
Fall 2016,Education,Exceptional Education, 346,001,"Wiggins,Erin A",25,24,96.0%,2.875,,2,5,9,5,2,,,,,,1,1,,,
Fall 2016,Education,Exceptional Education, 346,Course Total,Course Total,25,24,96.0%,2.875,,2,5,9,5,2,,,,,,1,1,,,
Fall 2016,Education,Exceptional Education, 347,001,"Conine,Pamela Sue M",10,10,100.0%,3.469,,7,1,1,1,,,,,,,,,,,
Fall 2016,Education,Exceptional Education, 347,Course Total,Course Total,10,10,100.0%,3.469,,7,1,1,1,,,,,,,,,,,
Fall 2016,Education,Exceptional Education, 348,001,"Block,Katherine T",38,36,94.7%,3.676,29,1,3,,,,1,,,,1,1,1,,,
Fall 2016,Education,Exceptional Education, 348,Course Total,Course Total,38,36,94.7%,3.676,29,1,3,,,,1,,,,1,1,1,,,
Fall 2016,Education,Exceptional Education, 349,001,"Conine,Pamela Sue M",9,9,100.0%,3.835,4,4,,,,,,,,,,,,,,1
Fall 2016,Education,Exceptional Education, 349,Course Total,Course Total,9,9,100.0%,3.835,4,4,,,,,,,,,,,,,,1
Fall 2016,Education,Exceptional Education, 352,001,"Wiggins,Erin A",16,15,93.8%,2.856,,3,4,3,,2,1,,,,,1,,,,1
Fall 2016,Education,Exceptional Education, 352,002,"Wiggins,Erin A",9,9,100.0%,3.259,3,2,3,,,,,,,,,1,,,,
Fall 2016,Education,Exceptional Education, 352,Course Total,Course Total,25,24,96.0%,3.014,3,5,7,3,,2,1,,,,,2,,,,1
Fall 2016,Education,Exceptional Education, 355,001,"Conine,Pamela Sue M",15,15,100.0%,3.379,3,5,1,4,1,1,,,,,,,,,,
Fall 2016,Education,Exceptional Education, 355,Course Total,Course Total,15,15,100.0%,3.379,3,5,1,4,1,1,,,,,,,,,,
Fall 2016,Education,Exceptional Education, 356,001,"Doering,Jill Anne",15,15,100.0%,3.467,3,5,3,3,1,,,,,,,,,,,
Fall 2016,Education,Exceptional Education, 356,Course Total,Course Total,15,15,100.0%,3.467,3,5,3,3,1,,,,,,,,,,,
Fall 2016,Education,Exceptional Education, 357,001,"Doering,Jill Anne",16,16,100.0%,3.813,10,4,1,1,,,,,,,,,,,,
Fall 2016,Education,Exceptional Education, 357,Course Total,Course Total,16,16,100.0%,3.813,10,4,1,1,,,,,,,,,,,,
Fall 2016,Education,Exceptional Education, 358,001,"Kovacs-houlihan,Marika T",23,22,95.7%,2.571,,,1,9,4,4,1,1,,,,1,1,,,1
Fall 2016,Education,Exceptional Education, 358,Course Total,Course Total,23,22,95.7%,2.571,,,1,9,4,4,1,1,,,,1,1,,,1
Fall 2016,Education,Exceptional Education, 359,001,"Smart,Steven R",16,16,100.0%,3.958,15,,1,,,,,,,,,,,,,
Fall 2016,Education,Exceptional Education, 359,Course Total,Course Total,16,16,100.0%,3.958,15,,1,,,,,,,,,,,,,
Fall 2016,Education,Exceptional Education, 361,001,"Sparks,Leia Ann",15,15,100.0%,3.268,,7,2,3,2,1,,,,,,,,,,
Fall 2016,Education,Exceptional Education, 361,Course Total,Course Total,15,15,100.0%,3.268,,7,2,3,2,1,,,,,,,,,,
Fall 2016,Education,Exceptional Education, 510,001,"Kovacs-houlihan,Marika T",26,25,96.2%,2.787,,,5,10,7,1,1,,,,,1,1,,,
Fall 2016,Education,Exceptional Education, 510,Course Total,Course Total,26,25,96.2%,2.787,,,5,10,7,1,1,,,,,1,1,,,
Fall 2016,Education,Exceptional Education, 532,001,"Winn,Judith A",30,29,96.7%,3.629,17,,4,4,1,,1,,,,,,1,,,2
Fall 2016,Education,Exceptional Education, 532,Course Total,Course Total,30,29,96.7%,3.629,17,,4,4,1,,1,,,,,,1,,,2
Fall 2016,Education,Exceptional Education, 536,291,"Stone,Mary B",33,32,97.0%,3.739,28,,1,,,1,1,,,,,1,1,,,
Fall 2016,Education,Exceptional Education, 536,Course Total,Course Total,33,32,97.0%,3.739,28,,1,,,1,1,,,,,1,1,,,
Fall 2016,Education,Exceptional Education, 537,001,"Fitzgerald,Mary A",32,31,96.9%,3.745,25,1,1,,2,,,,,,,1,,,,1
Fall 2016,Education,Exceptional Education, 537,Course Total,Course Total,32,31,96.9%,3.745,25,1,1,,2,,,,,,,1,,,,1
Fall 2016,Education,Exceptional Education, 559,291,"Otis-Wilborn,Amy K",8,8,100.0%,3.334,4,1,1,,1,,,,,1,,,,,,
